YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,LocationID,TopicID,QuestionID,StratificationCategoryID1
2015,CO,Colorado,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,Age-adjusted Prevalence,91.1,85.0,94.9,Gender,Female,,8,AST,AST6_2,GENDER
2012,AZ,Arizona,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,"cases per 100,000",Age-adjusted Rate,50.3,38.3,64.9,Race/Ethnicity,Asian or Pacific Islander,,4,DIA,DIA1_1,RACE
2019,FL,Florida,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",Age-adjusted Rate,20.1,12.87,27.32,Race/Ethnicity,American Indian or Alaska Native,,12,COPD,COPD5_3,RACE
2016,CA,California,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,Crude Prevalence,35.8,24.0,49.7,Race/Ethnicity,"Other, non-Hispanic",,6,ART,ART1_3,RACE
2012,CT,Connecticut,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence","per 100,000",Average Annual Age-adjusted Rate,141.2,138.8,143.7,Overall,Overall,,9,CAN,CAN11_1,OVERALL
2015,ND,North Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,Age-adjusted Prevalence,22.6,20.4,25.0,Gender,Male,,38,NPAW,NPAW3_1,GENDER
2016,AZ,Arizona,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",Age-adjusted Rate,,,,Race/Ethnicity,Asian or Pacific Islander,,4,COPD,COPD5_3,RACE
2012,GU,Guam,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,Age-adjusted Prevalence,,,,Race/Ethnicity,Hispanic,,66,CVD,CVD9_2,RACE
2013,SC,South Carolina,BRFSS,Tobacco,Quit attempts in the past year among current smokers,%,Age-adjusted Prevalence,74.8,69.6,79.4,Race/Ethnicity,"Black, non-Hispanic",,45,TOB,TOB3_0,RACE
2015,OK,Oklahoma,BRFSS,Overarching Conditions,Current health care coverage among women aged 18-44 years,%,Crude Prevalence,75.4,60.6,85.9,Race/Ethnicity,"Multiracial, non-Hispanic",,40,OVC,OVC1_2,RACE
2016,AZ,Arizona,SEDD; SID,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis,"cases per 10,000",Crude Rate,33.2,29.57,36.82,Race/Ethnicity,"Black, non-Hispanic",,4,COPD,COPD5_1,RACE
2021,CA,California,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,6,TOB,TOB1_3,RACE
2013,AZ,Arizona,Death Certificate,Cancer,"Cancer of the female breast, mortality",,Average Annual Number,758.0,,,Overall,Overall,,4,CAN,CAN5_2,OVERALL
2013,ME,Maine,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence","per 100,000",Average Annual Age-adjusted Rate,481.7,476.9,486.5,Race/Ethnicity,"White, non-Hispanic",,23,CAN,CAN4_1,RACE
2018,MO,Missouri,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence",,Average Annual Number,974,,,Overall,Overall,,29,CAN,CAN10_1,OVERALL
2021,AK,Alaska,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,2,DIA,DIA13_1,RACE
2013,OK,Oklahoma,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,64.2,57.7,70.2,Race/Ethnicity,"Multiracial, non-Hispanic",,40,DIA,DIA11_3,RACE
2016,SD,South Dakota,SEDD; SID,Chronic Obstructive Pulmonary Disease,Emergency department visit rate for chronic obstructive pulmonary disease as first-listed diagnosis,"cases per 10,000",Crude Rate,,,,Race/Ethnicity,Asian or Pacific Islander,,46,COPD,COPD6_1,RACE
2018,MO,Missouri,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,29,COPD,COPD3_0_1,RACE
2016,IL,Illinois,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),"cases per 100,000",Crude Rate,52.9,51.3,54.5,Race/Ethnicity,"White, non-Hispanic",,17,CVD,CVD1_5,RACE
2012,IN,Indiana,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,18,DIA,DIA10_0,RACE
2012,DC,District of Columbia,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,%,Crude Prevalence,14.1,10.4,18.7,Overall,Overall,,11,AST,AST1_2,OVERALL
2011,NY,New York,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,36,ART,ART3_0,RACE
2017,PR,Puerto Rico,PRAMS,Oral Health,Preventive dental care before pregnancy,%,Crude Prevalence,41,37.1,45.0,Race/Ethnicity,Hispanic,,72,ORH,ORH2_2,RACE
2016,FL,Florida,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,Average Annual Number,92749.0,,,Race/Ethnicity,"White, non-Hispanic",,12,CAN,CAN4_1,RACE
2015,WI,Wisconsin,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,,Number,4473.0,,,Overall,Overall,,55,COPD,COPD5_3,OVERALL
2019,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits and for muscle-strengthening activity among adults aged >= 18 years,%,Crude Prevalence,7.3,6.4,8.2,Race/Ethnicity,Hispanic,,72,NPAW,NPAW11_2,RACE
2014,MS,Mississippi,BRFSS,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,Mean,3.0,2.6,3.4,Race/Ethnicity,"White, non-Hispanic",,28,OVC,OVC7_2,RACE
2012,CA,California,BRFSS,Cancer,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude Prevalence,49.7,45.3,54.2,Race/Ethnicity,Hispanic,,6,CAN,CAN3_0,RACE
2018,RI,Rhode Island,BRFSS,Overarching Conditions,Self-rated health status among women aged 18-44 years,%,Crude Prevalence,88.4,76.6,94.7,Race/Ethnicity,"Other, non-Hispanic",,44,OVC,OVC6_2,RACE
2013,WY,Wyoming,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,Average Annual Number,353.0,,,Overall,Overall,,56,CAN,CAN5_1,OVERALL
2013,NM,New Mexico,Death Certificate,Cancer,"Cancer of the prostate, mortality","per 100,000",Average Annual Age-adjusted Rate,21.5,20.2,22.9,Gender,Male,,35,CAN,CAN11_2,GENDER
2015,NJ,New Jersey,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Age-adjusted Prevalence,53.4,40.7,65.6,Gender,Female,,34,DIA,DIA13_1,GENDER
2016,NJ,New Jersey,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality","per 100,000",Average Annual Age-adjusted Rate,,,,Race/Ethnicity,American Indian or Alaska Native,,34,CAN,CAN4_2,RACE
2015,IL,Illinois,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years,%,Age-adjusted Prevalence,51.9,49.6,54.2,Race/Ethnicity,"White, non-Hispanic",,17,NPAW,NPAW11_1,RACE
2010,NH,New Hampshire,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Number,603.0,,,Gender,Male,,33,COPD,COPD1_2,GENDER
2016,VA,Virginia,SEDD; SID,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis,,Number,,,,Race/Ethnicity,Hispanic,,51,COPD,COPD5_1,RACE
2021,OR,Oregon,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Crude Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,41,DIA,DIA12_1,RACE
2019,NE,Nebraska,CMS Part A Claims Data,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,,Number,1391,,,Gender,Female,,31,OLD,OLD1_0,GENDER
2014,NE,Nebraska,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence",,Average Annual Number,4,,,Race/Ethnicity,Asian or Pacific Islander,,31,CAN,CAN10_1,RACE
2012,IN,Indiana,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence","per 100,000",Average Annual Age-adjusted Rate,432.3,429.2,435.3,Gender,Female,,18,CAN,CAN4_1,GENDER
2012,SC,South Carolina,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,%,Crude Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,45,AST,AST1_1,RACE
2018,MS,Mississippi,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,Age-adjusted Prevalence,,,,Race/Ethnicity,Hispanic,,28,DIA,DIA10_0,RACE
2014,AK,Alaska,Death Certificate,Cancer,"Cancer of the oral cavity and pharynx, mortality","per 100,000",Average Annual Age-adjusted Rate,1.8,1.2,2.4,Race/Ethnicity,"White, non-Hispanic",,2,CAN,CAN10_2,RACE
2021,OK,Oklahoma,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,Age-adjusted Prevalence,83.2,75.1,89.1,Race/Ethnicity,"White, non-Hispanic",,40,CVD,CVD10_2,RACE
2021,CA,California,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,Crude Prevalence,29.5,25.3,34.1,Gender,Female,,6,ART,ART3_0,GENDER
2013,IN,Indiana,BRFSS,Tobacco,Quit attempts in the past year among current smokers,%,Age-adjusted Prevalence,62.5,58.9,66.1,Gender,Male,,18,TOB,TOB3_0,GENDER
2015,ND,North Dakota,BRFSS,Cardiovascular Disease,Taking medicine for high blood pressure control among adults aged >= 18 years with high blood pressure,%,Age-adjusted Prevalence,63.2,58.4,67.7,Overall,Overall,,38,CVD,CVD7_0,OVERALL
2021,ND,North Dakota,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,10.9,7.1,16.3,Race/Ethnicity,"Other, non-Hispanic",,38,AST,AST1_1,RACE
2017,RI,Rhode Island,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,44,CVD,CVD10_2,RACE
2019,MS,Mississippi,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence","per 100,000",Average Annual Age-adjusted Rate,552.0,546.8,557.3,Gender,Male,,28,CAN,CAN4_1,GENDER
2014,WI,Wisconsin,CMS CCW,Older Adults,Prevalence of 2 or more chronic conditions among Medicare-enrolled persons aged >= 65 years,%,Crude Prevalence,65,,,Gender,Female,,55,OLD,OLD4_0,GENDER
2019,ME,Maine,YRBSS,Alcohol,Alcohol use among youth,%,Crude Prevalence,21.5,19.9,23.3,Gender,Male,,23,ALC,ALC1_1,GENDER
2019,SC,South Carolina,CMS Part A Claims Data,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,"cases per 1,000",Crude Rate,17.02,10.66,23.39,Race/Ethnicity,Hispanic,,45,CVD,CVD2_0,RACE
2014,LA,Louisiana,BRFSS,Cancer,Recent Papanicolaou smear use among women aged 21-44 years,%,Crude Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,22,CAN,CAN2_2,RACE
2020,IL,Illinois,CMS Part A Claims Data,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,"cases per 1,000",Age-adjusted Rate,24.07,23.8,24.34,Overall,Overall,,17,CVD,CVD2_0,OVERALL
2017,GA,Georgia,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality","per 100,000",Average Annual Crude Rate,52.5,51.6,53.4,Gender,Male,,13,CAN,CAN8_2,GENDER
2015,IN,Indiana,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,"cases per 100,000",Crude Rate,98.1,94.7,101.5,Gender,Male,,18,DIA,DIA1_1,GENDER
2017,ID,Idaho,YRBSS,Tobacco,Current cigarette smoking among youth,%,Crude Prevalence,,,,Race/Ethnicity,"Black, non-Hispanic",,16,TOB,TOB1_1,RACE
2018,MT,Montana,BRFSS,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years who smoke,%,Age-adjusted Prevalence,24.5,18.1,32.3,Gender,Male,,30,TOB,TOB11_1,GENDER
2015,IA,Iowa,BRFSS,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,Age-adjusted Mean,1.9,1.7,2.1,Race/Ethnicity,"White, non-Hispanic",,19,OVC,OVC7_2,RACE
2013,DC,District of Columbia,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,11,AST,AST6_1,RACE
2012,AL,Alabama,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence","per 100,000",Average Annual Crude Rate,8.7,8.2,9.2,Gender,Female,,1,CAN,CAN10_1,GENDER
2019,MD,Maryland,USDA National Farmers' Market Directory,"Nutrition, Physical Activity, and Weight Status",Farmers markets that accept Supplemental Nutrition Assistance Program (SNAP) benefits,%,Percent,30.9,,,Overall,Overall,,24,NPAW,NPAW7_2,OVERALL
2016,RI,Rhode Island,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Crude Prevalence,64.3,57.6,70.5,Overall,Overall,,44,DIA,DIA12_2,OVERALL
2010,NJ,New Jersey,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,"cases per 100,000",Age-adjusted Rate,158.2,148.6,167.8,Race/Ethnicity,Hispanic,,34,CVD,CVD1_1,RACE
2017,VA,Virginia,CMS CCW,Older Adults,Prevalence of 2 or more chronic conditions among Medicare-enrolled persons aged >= 65 years,%,Crude Prevalence,67.6,,,Gender,Male,,51,OLD,OLD4_0,GENDER
2018,NY,New York,PRAMS,Oral Health,Preventive dental care before pregnancy,%,Crude Prevalence,30.9,24.5,38.1,Race/Ethnicity,Asian or Pacific Islander,,36,ORH,ORH2_2,RACE
2011,NM,New Mexico,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",Crude Rate,9.83,9.17,10.5,Gender,Male,,35,COPD,COPD5_3,GENDER
2020,MN,Minnesota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13.9,10.1,18.8,Race/Ethnicity,"Black, non-Hispanic",,27,MTH,MTH2_0,RACE
2018,LA,Louisiana,BRFSS,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,Age-adjusted Prevalence,57.0,40.2,72.2,Race/Ethnicity,"White, non-Hispanic",,22,TOB,TOB11_2,RACE
2013,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,Crude Prevalence,69.8,61.4,77.1,Race/Ethnicity,"White, non-Hispanic",,40,AST,AST5_2,RACE
2015,OR,Oregon,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",Crude Rate,,,,Race/Ethnicity,American Indian or Alaska Native,,41,COPD,COPD5_3,RACE
2020,SC,South Carolina,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,Crude Prevalence,,,,Race/Ethnicity,"Black, non-Hispanic",,45,COPD,COPD3_0_1,RACE
2011,IL,Illinois,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,Crude Prevalence,72.1,62.8,79.8,Gender,Male,,17,CVD,CVD10_2,GENDER
2017,NC,North Carolina,BRFSS,Arthritis,Adults aged >= 18 years with arthritis who have taken a class to learn how to manage arthritis symptoms,%,Crude Prevalence,,,,Overall,Overall,,37,ART,ART5_0,OVERALL
2019,MN,Minnesota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,%,Age-adjusted Prevalence,30.3,25.8,35.2,Race/Ethnicity,"Black, non-Hispanic",,27,NPAW,NPAW11_3,RACE
2012,AZ,Arizona,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Crude Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,4,DIA,DIA13_1,RACE
2018,MI,Michigan,BRFSS,Overarching Conditions,Current health care coverage among women aged 18-44 years,%,Crude Prevalence,89.0,84.6,92.2,Race/Ethnicity,"Black, non-Hispanic",,26,OVC,OVC1_2,RACE
2012,VT,Vermont,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",Age-adjusted Rate,98.5,91.5,105.5,Race/Ethnicity,"White, non-Hispanic",,50,CVD,CVD1_3,RACE
2016,MN,Minnesota,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,Crude Prevalence,81.7,77.2,85.5,Gender,Male,,27,CVD,CVD10_2,GENDER
2011,IN,Indiana,BRFSS,Arthritis,Severe joint pain due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis,%,Age-adjusted Prevalence,23.3,18.1,29.5,Gender,Male,,18,ART,ART2_2,GENDER
2019,IN,Indiana,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,Average Annual Number,13478.0,,,Overall,Overall,,18,CAN,CAN4_2,OVERALL
2014,MO,Missouri,BRFSS,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years who smoke,%,Crude Prevalence,40.4,27.3,54.9,Race/Ethnicity,"Black, non-Hispanic",,29,TOB,TOB11_1,RACE
2012,LA,Louisiana,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,Gender,Female,,22,DIA,DIA6_0,GENDER
2017,OR,Oregon,BRFSS,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,%,Crude Prevalence,90.6,89.4,91.7,Race/Ethnicity,"White, non-Hispanic",,41,CVD,CVD4_0,RACE
2011,NY,New York,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,19.3,17.4,21.3,Gender,Male,,36,TOB,TOB1_2,GENDER
2015,IA,Iowa,Death Certificate,Cancer,"Melanoma, mortality","per 100,000",Average Annual Crude Rate,,,,Race/Ethnicity,Hispanic,,19,CAN,CAN9_2,RACE
2013,RI,Rhode Island,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,44,AST,AST5_1,RACE
2020,MS,Mississippi,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,"cases per 100,000",Crude Rate,85.4,76.4,94.4,Race/Ethnicity,"Black, non-Hispanic",,28,COPD,COPD1_1,RACE
2019,MD,Maryland,YRBSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines among high school students,%,Crude Prevalence,23.7,22.8,24.8,Race/Ethnicity,"White, non-Hispanic",,24,NPAW,NPAW11_4,RACE
2018,AZ,Arizona,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Black, non-Hispanic",,4,DIA,DIA13_1,RACE
2017,MO,Missouri,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,Crude Prevalence,71.3,63.8,77.8,Gender,Female,,29,CVD,CVD9_2,GENDER
2021,VT,Vermont,"HRSA, UDS",Oral Health,Oral health services at Federally Qualified Health Centers,%,Crude Prevalence,21.2,,,Overall,Overall,,50,ORH,ORH3_0,OVERALL
2014,NY,New York,BRFSS,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.5,2.5,4.5,Race/Ethnicity,"Other, non-Hispanic",,36,OVC,OVC7_1,RACE
2018,WY,Wyoming,Death Certificate,Cancer,"Cancer of the female cervix, mortality",,Average Annual Number,,,,Race/Ethnicity,Hispanic,,56,CAN,CAN6_2,RACE
2013,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits and for muscle-strengthening activity among adults aged >= 18 years,%,Crude Prevalence,23.2,19.3,27.5,Gender,Male,,66,NPAW,NPAW11_2,GENDER
2017,SD,South Dakota,CMS Part A Claims Data,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,,Number,,,,Race/Ethnicity,Hispanic,,46,CVD,CVD2_0,RACE
2015,GA,Georgia,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence",,Average Annual Number,255,,,Race/Ethnicity,"Black, non-Hispanic",,13,CAN,CAN10_1,RACE
2013,DE,Delaware,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Age-adjusted Prevalence,51.3,40.7,61.7,Race/Ethnicity,"White, non-Hispanic",,10,DIA,DIA12_1,RACE
2015,CA,California,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,Crude Prevalence,60.5,51.8,68.6,Gender,Female,,6,CVD,CVD9_2,GENDER
2012,AR,Arkansas,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,Crude Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,5,CVD,CVD9_1,RACE
2017,AL,Alabama,PRAMS,Reproductive Health,Folic acid supplementation,%,Crude Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,1,RPH,RPH3_0,RACE
2016,RI,Rhode Island,NVSS,Cardiovascular Disease,Mortality from heart failure,"cases per 100,000",Crude Rate,19.1,12.9,27.2,Race/Ethnicity,Hispanic,,44,CVD,CVD1_4,RACE
2018,NM,New Mexico,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Crude Prevalence,68.1,65.9,70.3,Gender,Female,,35,ORH,ORH1_1,GENDER
2012,NE,Nebraska,PRAMS,Reproductive Health,Folic acid supplementation,%,Crude Prevalence,23.2,17.3,30.3,Race/Ethnicity,"Black, non-Hispanic",,31,RPH,RPH3_0,RACE
2010,NY,New York,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,"cases per 100,000",Crude Rate,16.3,13.0,20.2,Race/Ethnicity,Asian or Pacific Islander,,36,COPD,COPD1_1,RACE
2019,MT,Montana,BRFSS,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,30,OVC,OVC1_1,RACE
2020,AZ,Arizona,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),"cases per 100,000",Age-adjusted Rate,40.9,33.0,50.0,Race/Ethnicity,American Indian or Alaska Native,,4,CVD,CVD1_5,RACE
2012,WI,Wisconsin,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,"cases per 100,000",Age-adjusted Rate,468,457.1,479.0,Race/Ethnicity,"White, non-Hispanic",,55,OVC,OVC5_0,RACE
2014,OR,Oregon,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,29.4,23.1,36.5,Race/Ethnicity,"Multiracial, non-Hispanic",,41,ART,ART1_1,RACE
2017,NM,New Mexico,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,%,Crude Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,35,ALC,ALC5_2,RACE
2015,MS,Mississippi,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,Number,38,,,Race/Ethnicity,American Indian or Alaska Native,,28,OVC,OVC5_0,RACE
2017,MN,Minnesota,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality","per 100,000",Average Annual Age-adjusted Rate,36.9,36.3,37.6,Overall,Overall,,27,CAN,CAN8_2,OVERALL
2013,TX,Texas,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,,Number,2878.0,,,Race/Ethnicity,"Black, non-Hispanic",,48,DIA,DIA1_1,RACE
2021,NV,Nevada,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,Crude Prevalence,,,,Race/Ethnicity,"Black, non-Hispanic",,32,CVD,CVD9_2,RACE
2015,SC,South Carolina,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,Age-adjusted Prevalence,40.5,25.6,57.2,Race/Ethnicity,"Multiracial, non-Hispanic",,45,ART,ART3_0,RACE
2017,ME,Maine,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Black, non-Hispanic",,23,NPAW,NPAW1_1,RACE
2014,NC,North Carolina,Death Certificate,Cancer,"Melanoma, mortality",,Average Annual Number,196.0,,,Gender,Male,,37,CAN,CAN9_2,GENDER
2015,OR,Oregon,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,Crude Prevalence,11.8,7.7,17.8,Race/Ethnicity,"Multiracial, non-Hispanic",,41,COPD,COPD2_0_1,RACE
2014,KS,Kansas,BRFSS,Tobacco,Current smokeless tobacco use among adults aged >= 18 years,%,Crude Prevalence,2.9,1.9,4.5,Race/Ethnicity,Hispanic,,20,TOB,TOB2_2,RACE
2020,VA,Virginia,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,51,RPH,RPH2_0,RACE
2017,NY,New York,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",,Average Annual Number,1528.0,,,Race/Ethnicity,"Black, non-Hispanic",,36,CAN,CAN8_1,RACE
